Date,Symbol,Expiry,Option Type,Strike Price,Open,High,Low,Close,Last,Settle Price,Number of Contracts,Turnover,Premium Turnover,Open Interest,Change in OI,Underlying
2013-11-20,NIFTY,2014-01-30,CE,6650.0,0.0,0.0,0.0,204.65,0.0,87.05,0,0.0,,0,0,6122.9
2013-11-21,NIFTY,2014-01-30,CE,6650.0,0.0,0.0,0.0,204.65,0.0,68.1,0,0.0,,0,0,5999.05
2013-11-22,NIFTY,2014-01-30,CE,6650.0,0.0,0.0,0.0,204.65,0.0,60.7,0,0.0,,0,0,5995.45
2013-11-25,NIFTY,2014-01-30,CE,6650.0,30.0,30.0,30.0,30.0,30.0,30.0,1,334000.0,,0,0,6115.35
2013-11-26,NIFTY,2014-01-30,CE,6650.0,0.0,0.0,0.0,30.0,30.0,75.15,0,0.0,,0,0,6059.1
2013-11-27,NIFTY,2014-01-30,CE,6650.0,0.0,0.0,0.0,30.0,30.0,67.65,0,0.0,,0,0,6057.1
2013-11-28,NIFTY,2014-01-30,CE,6650.0,0.0,0.0,0.0,30.0,30.0,69.95,0,0.0,,0,0,6091.85
2013-11-29,NIFTY,2014-01-30,CE,6650.0,0.0,0.0,0.0,30.0,30.0,91.75,0,0.0,,0,0,6176.1
2013-12-02,NIFTY,2014-01-30,CE,6650.0,0.0,0.0,0.0,30.0,30.0,93.55,0,0.0,,0,0,6217.85
2013-12-03,NIFTY,2014-01-30,CE,6650.0,0.0,0.0,0.0,30.0,30.0,81.9,0,0.0,,0,0,6201.85
2013-12-04,NIFTY,2014-01-30,CE,6650.0,0.0,0.0,0.0,30.0,30.0,66.4,0,0.0,,0,0,6160.95
2013-12-05,NIFTY,2014-01-30,CE,6650.0,66.85,66.85,66.85,66.85,66.85,66.85,1,336000.0,,50,50,6241.1
2013-12-06,NIFTY,2014-01-30,CE,6650.0,68.2,68.8,66.6,68.8,68.8,68.8,4,1344000.0,,250,200,6259.9
2013-12-09,NIFTY,2014-01-30,CE,6650.0,76.75,80.1,76.75,79.25,79.15,79.25,57,19177000.0,,3100,2850,6363.9
2013-12-10,NIFTY,2014-01-30,CE,6650.0,72.6,76.6,64.75,66.3,66.0,66.3,39,13105000.000000002,,4600,1500,6332.85
2013-12-11,NIFTY,2014-01-30,CE,6650.0,52.15,55.35,49.5,52.05,55.35,52.05,127,42558000.0,,7800,3200,6307.9
2013-12-12,NIFTY,2014-01-30,CE,6650.0,48.5,48.5,37.0,39.25,37.0,39.25,218,72961000.0,,9200,1400,6237.05
2013-12-13,NIFTY,2014-01-30,CE,6650.0,34.35,34.35,26.6,27.5,28.0,27.5,77,25713000.0,,9450,250,6168.4
2013-12-16,NIFTY,2014-01-30,CE,6650.0,27.4,27.4,23.4,23.6,23.4,23.6,28,9344000.0,,9550,100,6154.7
2013-12-17,NIFTY,2014-01-30,CE,6650.0,24.7,24.95,19.35,19.85,19.35,19.85,63,21018000.0,,10750,1200,6139.05
2013-12-18,NIFTY,2014-01-30,CE,6650.0,20.5,27.0,19.75,25.3,27.0,25.3,133,44373000.0,,15400,4650,6217.15
2013-12-19,NIFTY,2014-01-30,CE,6650.0,25.0,25.0,12.6,12.6,12.6,12.6,508,169315000.0,,30250,14850,6166.65
2013-12-20,NIFTY,2014-01-30,CE,6650.0,14.15,25.0,12.35,23.0,22.0,23.0,123,41015000.0,,33350,3100,6274.25
2013-12-23,NIFTY,2014-01-30,CE,6650.0,22.9,30.75,22.9,27.75,28.0,27.75,356,118835999.99999999,,46150,12800,6284.5
2013-12-24,NIFTY,2014-01-30,CE,6650.0,25.5,25.95,20.05,21.6,21.5,21.6,180,60057000.00000001,,45300,-850,6268.4
2013-12-26,NIFTY,2014-01-30,CE,6650.0,15.25,21.95,15.05,16.45,16.05,16.45,462,154015000.0,,59100,13800,
2013-12-27,NIFTY,2014-01-30,CE,6650.0,15.0,20.15,15.0,16.95,18.25,16.95,815,271708000.0,,79900,20800,6313.8
2013-12-30,NIFTY,2014-01-30,CE,6650.0,16.8,17.0,10.0,11.25,11.45,11.25,888,295815000.0,,94800,14900,6291.1
2013-12-31,NIFTY,2014-01-30,CE,6650.0,13.0,13.15,11.05,11.95,11.05,11.95,320,106593000.0,,99950,5150,6304.0
2014-01-01,NIFTY,2014-01-30,CE,6650.0,12.0,13.95,10.0,12.9,13.95,12.9,553,184182000.0,,106300,6350,6301.65
2014-01-02,NIFTY,2014-01-30,CE,6650.0,12.0,21.4,7.25,8.25,7.5,8.25,1989,662862000.0,,116550,10250,6221.15
2014-01-03,NIFTY,2014-01-30,CE,6650.0,7.45,7.45,4.2,6.2,6.5,6.2,736,244942000.0,,100050,-16500,6211.15
2014-01-06,NIFTY,2014-01-30,CE,6650.0,5.0,5.0,3.9,4.35,4.5,4.35,541,180004000.0,,99050,-1000,6191.45
2014-01-07,NIFTY,2014-01-30,CE,6650.0,3.5,4.95,2.8,3.0,3.0,3.0,688,228869999.99999997,,94800,-4250,6162.25
2014-01-08,NIFTY,2014-01-30,CE,6650.0,3.95,3.95,2.1,2.6,2.6,2.6,1243,413449000.0,,93150,-1650,6174.6
2014-01-09,NIFTY,2014-01-30,CE,6650.0,2.6,2.6,1.65,1.85,1.85,1.85,3198,1063642000.0,,92300,-850,6168.35
2014-01-10,NIFTY,2014-01-30,CE,6650.0,1.35,2.7,1.15,1.3,1.2,1.3,1338,445010999.99999994,,88350,-3950,6171.45
2014-01-13,NIFTY,2014-01-30,CE,6650.0,1.8,2.6,1.3,2.5,2.4,2.5,397,132046000.0,,92600,4250,6272.75
2014-01-14,NIFTY,2014-01-30,CE,6650.0,2.0,2.25,1.55,1.65,1.55,1.65,327,108754000.0,,100900,8300,6241.85
2014-01-15,NIFTY,2014-01-30,CE,6650.0,2.0,2.7,1.5,2.55,2.7,2.55,569,189253000.0,,100550,-350,6320.9
2014-01-16,NIFTY,2014-01-30,CE,6650.0,2.85,2.85,1.8,2.25,2.4,2.25,1354,450350000.0,,99500,-1050,
2014-01-17,NIFTY,2014-01-30,CE,6650.0,1.7,2.0,1.15,1.2,1.15,1.2,415,138018000.0,,96100,-3400,6261.65
2014-01-20,NIFTY,2014-01-30,CE,6650.0,1.1,1.6,0.9,1.55,1.25,1.55,96,31927000.0,,95450,-650,6303.95
2014-01-21,NIFTY,2014-01-30,CE,6650.0,1.45,1.65,0.65,1.2,1.2,1.2,212,70504000.0,,88350,-7100,6313.8
2014-01-22,NIFTY,2014-01-30,CE,6650.0,1.1,1.2,0.75,1.1,0.9,1.1,305,101426000.0,,87050,-1300,6338.95
2014-01-23,NIFTY,2014-01-30,CE,6650.0,0.9,0.95,0.8,0.8,0.8,0.8,116,38575000.0,,85750,-1300,6345.65
2014-01-24,NIFTY,2014-01-30,CE,6650.0,0.6,0.8,0.55,0.55,0.55,0.55,221,73489000.0,,86050,300,6266.75
2014-01-27,NIFTY,2014-01-30,CE,6650.0,0.05,0.5,0.05,0.4,0.4,0.4,187,62180999.99999999,,81050,-5000,6135.85
2014-01-28,NIFTY,2014-01-30,CE,6650.0,0.4,0.4,0.15,0.15,0.15,0.15,3,998000.0,,80900,-150,6126.25
2014-01-29,NIFTY,2014-01-30,CE,6650.0,0.15,0.15,0.15,0.15,0.15,0.15,149,49544000.0,,80900,0,6120.25
2014-01-30,NIFTY,2014-01-30,CE,6650.0,0.05,0.05,0.05,0.05,0.05,0.0,163,54198000.0,,80900,0,6073.7
2013-11-01,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,116.55,0.0,109.65,0,0.0,,0,0,6307.2
2013-11-03,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,116.55,0.0,102.2,0,0.0,,0,0,6317.35
2013-11-05,NIFTY,2014-01-30,CE,6950.0,45.0,45.0,45.0,45.0,45.0,45.0,1,350000.0,,50,50,6253.15
2013-11-06,NIFTY,2014-01-30,CE,6950.0,41.0,41.0,41.0,41.0,41.0,41.0,1,350000.0,,100,50,6215.15
2013-11-07,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,41.0,41.0,57.15,0,0.0,,100,0,6187.25
2013-11-08,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,41.0,41.0,45.9,0,0.0,,100,0,6140.75
2013-11-11,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,41.0,41.0,34.25,0,0.0,,100,0,6078.8
2013-11-12,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,41.0,41.0,26.2,0,0.0,,100,0,6018.05
2013-11-13,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,41.0,41.0,20.6,0,0.0,,100,0,5989.6
2013-11-14,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,41.0,41.0,26.6,0,0.0,,100,0,6056.15
2013-11-18,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,41.0,41.0,52.05,0,0.0,,100,0,6189.0
2013-11-19,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,41.0,41.0,48.75,0,0.0,,100,0,6203.35
2013-11-20,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,41.0,41.0,37.3,0,0.0,,100,0,6122.9
2013-11-21,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,41.0,41.0,29.3,0,0.0,,100,0,5999.05
2013-11-22,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,41.0,41.0,24.85,0,0.0,,100,0,5995.45
2013-11-25,NIFTY,2014-01-30,CE,6950.0,8.4,8.4,8.4,8.4,8.4,8.4,1,348000.0,,100,0,6115.35
2013-11-26,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,8.4,8.4,32.25,0,0.0,,100,0,6059.1
2013-11-27,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,8.4,8.4,27.6,0,0.0,,100,0,6057.1
2013-11-28,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,8.4,8.4,28.0,0,0.0,,100,0,6091.85
2013-11-29,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,8.4,8.4,38.8,0,0.0,,100,0,6176.1
2013-12-02,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,8.4,8.4,38.5,0,0.0,,100,0,6217.85
2013-12-03,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,8.4,8.4,31.6,0,0.0,,100,0,6201.85
2013-12-04,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,8.4,8.4,23.95,0,0.0,,100,0,6160.95
2013-12-05,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,8.4,8.4,33.6,0,0.0,,100,0,6241.1
2013-12-06,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,8.4,8.4,31.85,0,0.0,,100,0,6259.9
2013-12-09,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,8.4,8.4,48.95,0,0.0,,100,0,6363.9
2013-12-10,NIFTY,2014-01-30,CE,6950.0,15.1,15.1,15.1,15.1,15.1,15.1,2,697000.0,,200,100,6332.85
2013-12-11,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,15.1,15.1,31.15,0,0.0,,200,0,6307.9
2013-12-12,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,15.1,15.1,22.05,0,0.0,,200,0,6237.05
2013-12-13,NIFTY,2014-01-30,CE,6950.0,5.8,11.3,5.8,11.3,11.3,11.3,29,10086000.0,,1550,1350,6168.4
2013-12-16,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,11.3,11.3,10.45,0,0.0,,1550,0,6154.7
2013-12-17,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,11.3,11.3,7.8,0,0.0,,1550,0,6139.05
2013-12-18,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,11.3,11.3,12.5,0,0.0,,1550,0,6217.15
2013-12-19,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,11.3,11.3,8.35,0,0.0,,1550,0,6166.65
2013-12-20,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,11.3,11.3,18.3,0,0.0,,1550,0,6274.25
2013-12-23,NIFTY,2014-01-30,CE,6950.0,5.0,5.0,3.15,3.15,3.15,3.15,3,1043000.0,,1400,-150,6284.5
2013-12-24,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,3.15,3.15,10.75,0,0.0,,1400,0,6268.4
2013-12-26,NIFTY,2014-01-30,CE,6950.0,3.0,3.0,3.0,3.0,3.0,3.0,1,348000.0,,1450,50,
2013-12-27,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,3.0,3.0,9.05,0,0.0,,1450,0,6313.8
2013-12-30,NIFTY,2014-01-30,CE,6950.0,2.8,2.8,0.2,0.2,0.2,0.2,2,695000.0,,1500,50,6291.1
2013-12-31,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,0.2,0.2,4.35,0,0.0,,1500,0,6304.0
2014-01-01,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,0.2,0.2,3.2,0,0.0,,1500,0,6301.65
2014-01-02,NIFTY,2014-01-30,CE,6950.0,1.5,2.0,1.5,2.0,2.0,2.0,2,695000.0,,1550,50,6221.15
2014-01-03,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,2.0,2.0,1.05,0,0.0,,1550,0,6211.15
2014-01-06,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,2.0,2.0,0.4,0,0.0,,1550,0,6191.45
2014-01-07,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,2.0,2.0,0.2,0,0.0,,1550,0,6162.25
2014-01-08,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,2.0,2.0,0.15,0,0.0,,1550,0,6174.6
2014-01-09,NIFTY,2014-01-30,CE,6950.0,0.5,0.5,0.5,0.5,0.5,0.5,3,1043000.0,,1550,0,6168.35
2014-01-10,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,0.5,0.5,0.05,0,0.0,,1550,0,6171.45
2014-01-13,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,0.5,0.5,0.15,0,0.0,,1550,0,6272.75
2014-01-14,NIFTY,2014-01-30,CE,6950.0,0.5,0.5,0.5,0.5,0.5,0.5,2,695000.0,,1550,0,6241.85
2014-01-15,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,0.5,0.5,0.2,0,0.0,,1550,0,6320.9
2014-01-16,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,0.5,0.5,0.1,0,0.0,,1550,0,
2014-01-17,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,0.5,0.5,0.05,0,0.0,,1550,0,6261.65
2014-01-20,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,0.5,0.5,0.05,0,0.0,,1550,0,6303.95
2014-01-21,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0.0,,1550,0,6313.8
2014-01-22,NIFTY,2014-01-30,CE,6950.0,0.1,0.1,0.1,0.1,0.1,0.1,1,348000.0,,1550,0,6338.95
2014-01-23,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,0.1,0.1,0.0,0,0.0,,1550,0,6345.65
2014-01-24,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,0.1,0.1,0.0,0,0.0,,1550,0,6266.75
2014-01-27,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,0.1,0.1,0.0,0,0.0,,1550,0,6135.85
2014-01-28,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,0.1,0.1,0.0,0,0.0,,1550,0,6126.25
2014-01-29,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,0.1,0.1,0.0,0,0.0,,1550,0,6120.25
2014-01-30,NIFTY,2014-01-30,CE,6950.0,0.0,0.0,0.0,0.1,0.1,0.0,0,0.0,,1550,0,6073.7
2013-11-29,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1436.6,0,0.0,,0,0,6176.1
2013-12-02,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1473.8,0,0.0,,0,0,6217.85
2013-12-03,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1455.2,0,0.0,,0,0,6201.85
2013-12-04,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1412.55,0,0.0,,0,0,6160.95
2013-12-05,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1490.95,0,0.0,,0,0,6241.1
2013-12-06,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1508.4,0,0.0,,0,0,6259.9
2013-12-09,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1608.9,0,0.0,,0,0,6363.9
2013-12-10,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1577.55,0,0.0,,0,0,6332.85
2013-12-11,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1550.4,0,0.0,,0,0,6307.9
2013-12-12,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1478.15,0,0.0,,0,0,6237.05
2013-12-13,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1408.65,0,0.0,,0,0,6168.4
2013-12-16,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1391.2,0,0.0,,0,0,6154.7
2013-12-17,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1375.65,0,0.0,,0,0,6139.05
2013-12-18,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1451.75,0,0.0,,0,0,6217.15
2013-12-19,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1401.0,0,0.0,,0,0,6166.65
2013-12-20,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1507.55,0,0.0,,0,0,6274.25
2013-12-23,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1513.65,0,0.0,,0,0,6284.5
2013-12-24,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1496.5,0,0.0,,0,0,6268.4
2013-12-26,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1504.45,0,0.0,,0,0,
2013-12-27,NIFTY,2014-02-27,CE,4850.0,0.0,0.0,0.0,1354.65,0.0,1537.8,0,0.0,,0,0,6313.8
2013-11-29,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1388.25,0,0.0,,0,0,6176.1
2013-12-02,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1425.25,0,0.0,,0,0,6217.85
2013-12-03,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1406.55,0,0.0,,0,0,6201.85
2013-12-04,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1363.85,0,0.0,,0,0,6160.95
2013-12-05,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1442.2,0,0.0,,0,0,6241.1
2013-12-06,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1459.55,0,0.0,,0,0,6259.9
2013-12-09,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1560.0,0,0.0,,0,0,6363.9
2013-12-10,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1528.65,0,0.0,,0,0,6332.85
2013-12-11,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1501.4,0,0.0,,0,0,6307.9
2013-12-12,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1429.2,0,0.0,,0,0,6237.05
2013-12-13,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1359.75,0,0.0,,0,0,6168.4
2013-12-16,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1342.2,0,0.0,,0,0,6154.7
2013-12-17,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1326.6,0,0.0,,0,0,6139.05
2013-12-18,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1402.7,0,0.0,,0,0,6217.15
2013-12-19,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1351.95,0,0.0,,0,0,6166.65
2013-12-20,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1458.5,0,0.0,,0,0,6274.25
2013-12-23,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1464.5,0,0.0,,0,0,6284.5
2013-12-24,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1447.35,0,0.0,,0,0,6268.4
2013-12-26,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1455.25,0,0.0,,0,0,
2013-12-27,NIFTY,2014-02-27,CE,4900.0,0.0,0.0,0.0,1306.5,0.0,1488.6,0,0.0,,0,0,6313.8
2013-11-29,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1055.7,0,0.0,,0,0,6176.1
2013-12-02,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1089.9,0,0.0,,0,0,6217.85
2013-12-03,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1070.3,0,0.0,,0,0,6201.85
2013-12-04,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1027.75,0,0.0,,0,0,6160.95
2013-12-05,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1104.4,0,0.0,,0,0,6241.1
2013-12-06,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1120.5,0,0.0,,0,0,6259.9
2013-12-09,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1219.75,0,0.0,,0,0,6363.9
2013-12-10,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1188.15,0,0.0,,0,0,6332.85
2013-12-11,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1160.55,0,0.0,,0,0,6307.9
2013-12-12,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1089.15,0,0.0,,0,0,6237.05
2013-12-13,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1020.75,0,0.0,,0,0,6168.4
2013-12-16,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1002.15,0,0.0,,0,0,6154.7
2013-12-17,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,986.05,0,0.0,,0,0,6139.05
2013-12-18,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1061.1,0,0.0,,0,0,6217.15
2013-12-19,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1010.7,0,0.0,,0,0,6166.65
2013-12-20,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1116.65,0,0.0,,0,0,6274.25
2013-12-23,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1121.65,0,0.0,,0,0,6284.5
2013-12-24,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1104.2,0,0.0,,0,0,6268.4
2013-12-26,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1111.45,0,0.0,,0,0,
2013-12-27,NIFTY,2014-02-27,CE,5250.0,0.0,0.0,0.0,976.65,0.0,1144.4,0,0.0,,0,0,6313.8
2013-11-29,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,1009.55,0,0.0,,0,0,6176.1
2013-12-02,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,1043.15,0,0.0,,0,0,6217.85
2013-12-03,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,1023.35,0,0.0,,0,0,6201.85
2013-12-04,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,980.9,0,0.0,,0,0,6160.95
2013-12-05,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,1057.1,0,0.0,,0,0,6241.1
2013-12-06,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,1072.8,0,0.0,,0,0,6259.9
2013-12-09,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,1171.7,0,0.0,,0,0,6363.9
2013-12-10,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,1140.1,0,0.0,,0,0,6332.85
2013-12-11,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,1112.4,0,0.0,,0,0,6307.9
2013-12-12,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,1041.3,0,0.0,,0,0,6237.05
2013-12-13,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,973.25,0,0.0,,0,0,6168.4
2013-12-16,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,954.4,0,0.0,,0,0,6154.7
2013-12-17,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,938.2,0,0.0,,0,0,6139.05
2013-12-18,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,1012.9,0,0.0,,0,0,6217.15
2013-12-19,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,962.65,0,0.0,,0,0,6166.65
2013-12-20,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,1068.4,0,0.0,,0,0,6274.25
2013-12-23,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,1073.1,0,0.0,,0,0,6284.5
2013-12-24,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,1055.55,0,0.0,,0,0,6268.4
2013-12-26,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,1062.65,0,0.0,,0,0,
2013-12-27,NIFTY,2014-02-27,CE,5300.0,0.0,0.0,0.0,931.2,0.0,1095.45,0,0.0,,0,0,6313.8
2013-11-29,NIFTY,2014-02-27,CE,5650.0,0.0,0.0,0.0,633.95,0.0,704.65,0,0.0,,0,0,6176.1
2013-12-02,NIFTY,2014-02-27,CE,5650.0,0.0,0.0,0.0,633.95,0.0,731.75,0,0.0,,0,0,6217.85
2013-12-03,NIFTY,2014-02-27,CE,5650.0,0.0,0.0,0.0,633.95,0.0,710.7,0,0.0,,0,0,6201.85
2013-12-04,NIFTY,2014-02-27,CE,5650.0,0.0,0.0,0.0,633.95,0.0,669.95,0,0.0,,0,0,6160.95
2013-12-05,NIFTY,2014-02-27,CE,5650.0,0.0,0.0,0.0,633.95,0.0,740.0,0,0.0,,0,0,6241.1
2013-12-06,NIFTY,2014-02-27,CE,5650.0,0.0,0.0,0.0,633.95,0.0,751.95,0,0.0,,0,0,6259.9
